School Name,SchoolYear,Graduate Year,Total Graduates,Graduates who did not take the bar,Graduates with No Information,First Time Takers from Prior Years,Total First Time Takers,Total First Time Passers,Grads Admitted via Alternative Pathways,AvgSchoolPassPercent*,AvgStatePassPercent**,TotalDifferencePercent***,Pass % including Grads Admitted via Alternative Pathways,Graduates In 2022,Graduates who did not take the bar in 2022,Number of Early-Takers,Grads Admitted via Diploma Privilege,Pass % including Grads Admitted via Diploma Privilege,Graduates In 2023,Graduates who did not take the bar in 2023,Graduates who took bar exam before graduation,Graduates who took bar exam after graduation,Graduates In 2024,Graduates who did not take the bar in 2024
"Hawaii, University of",2025,,,,0.0,13.0,91.0,70.0,0.0,76.92%,74.94%,1.98%,76.92%,,,,,,,,0.0,78.0,107.0,29.0
Hofstra University,2025,,,,4.0,9.0,275.0,217.0,0.0,78.91%,85.69%,-6.78%,78.91%,,,,,,,,9.0,257.0,278.0,8.0
"Houston, University of",2025,,,,0.0,7.0,255.0,226.0,0.0,88.63%,81.34%,7.29%,88.63%,,,,,,,,9.0,239.0,258.0,10.0
Howard University,2025,,,,0.0,8.0,155.0,119.0,0.0,76.77%,82.24%,-5.47%,76.77%,,,,,,,,0.0,147.0,153.0,6.0
"Idaho, University of",2025,,,,8.0,16.0,117.0,80.0,0.0,68.38%,78.38%,-10%,68.38%,,,,,,,,0.0,101.0,113.0,4.0
"Illinois, University of",2025,,,,0.0,2.0,202.0,189.0,0.0,93.56%,79.05%,14.51%,93.56%,,,,,,,,0.0,200.0,206.0,6.0
"Illinois-Chicago, University of",2025,,,,4.0,70.0,296.0,178.0,0.0,60.14%,78.83%,-18.69%,60.14%,,,,,,,,0.0,226.0,292.0,62.0
Indiana University-Bloomington,2025,,,,0.0,9.0,190.0,166.0,0.0,87.37%,79.1%,8.27%,87.37%,,,,,,,,3.0,178.0,202.0,21.0
Indiana University-Indianapolis,2025,,,,4.0,31.0,222.0,164.0,0.0,73.87%,77.95%,-4.08%,73.87%,,,,,,,,10.0,181.0,209.0,14.0
Inter American University of Puerto Rico,2025,,,,15.0,61.0,137.0,66.0,0.0,48.18%,51.95%,-3.77%,48.18%,,,,,,,,0.0,76.0,168.0,77.0
"Iowa, University of",2025,,,,0.0,17.0,166.0,151.0,0.0,90.96%,82.1%,8.86%,90.96%,,,,,,,,2.0,147.0,176.0,27.0
"Kansas, The University of",2025,,,,0.0,4.0,115.0,106.0,0.0,92.17%,80.59%,11.58%,92.17%,,,,,,,,0.0,111.0,116.0,5.0
"Kentucky, University of",2025,,,,5.0,11.0,136.0,113.0,0.0,83.09%,78.83%,4.26%,83.09%,,,,,,,,0.0,125.0,133.0,3.0
Lewis & Clark Law School,2025,,,,0.0,13.0,187.0,159.0,4.0,85.03%,75.03%,10%,85.34%,,,,,,,,2.0,172.0,194.0,16.0
Liberty University,2025,,,,0.0,6.0,112.0,95.0,0.0,84.82%,77.78%,7.04%,84.82%,,,,,,,,0.0,106.0,111.0,5.0
Lincoln Memorial University,2025,,,,0.0,15.0,102.0,65.0,0.0,63.73%,78.36%,-14.63%,63.73%,,,,,,,,0.0,87.0,108.0,21.0
Louisiana State University,2025,,,,16.0,3.0,179.0,152.0,0.0,84.92%,74.57%,10.35%,84.92%,,,,,,,,3.0,173.0,212.0,20.0
"Louisville, University of",2025,,,,2.0,9.0,123.0,93.0,0.0,75.61%,78.52%,-2.91%,75.61%,,,,,,,,0.0,114.0,129.0,13.0
Loyola Marymount University-Los Angeles,2025,,,,0.0,26.0,329.0,277.0,0.0,84.19%,77.65%,6.54%,84.19%,,,,,,,,0.0,303.0,333.0,30.0
Loyola University-Chicago,2025,,,,0.0,8.0,345.0,276.0,0.0,80%,78.82%,1.18%,80.00%,,,,,,,,0.0,337.0,351.0,14.0
Loyola University-New Orleans,2025,,,,3.0,23.0,187.0,129.0,0.0,68.98%,76.04%,-7.06%,68.98%,,,,,,,,2.0,162.0,180.0,13.0
"Maine, University of",2025,,,,0.0,6.0,77.0,65.0,0.0,84.42%,75.15%,9.27%,84.42%,,,,,,,,0.0,71.0,82.0,11.0
Marquette University,2025,,,,0.0,1.0,2.0,1.0,201.0,50%,70.94%,-20.94%,99.51%,,,,,,,,0.0,1.0,202.0,0.0
"Maryland, University of",2025,,,,12.0,18.0,229.0,188.0,0.0,82.1%,72.24%,9.86%,82.10%,,,,,,,,0.0,211.0,243.0,20.0
"Massachusetts/Dartmouth, University of",2025,,,,0.0,6.0,108.0,63.0,0.0,58.33%,78.83%,-20.5%,58.33%,,,,,,,,0.0,102.0,111.0,9.0
"Memphis, The University of",2025,,,,0.0,12.0,94.0,69.0,0.0,73.4%,78.52%,-5.12%,73.40%,,,,,,,,0.0,82.0,102.0,20.0
Mercer University,2025,,,,0.0,0.0,100.0,84.0,0.0,84%,79.31%,4.69%,84.00%,,,,,,,,0.0,100.0,103.0,3.0
"Miami, University of",2025,,,,2.0,57.0,406.0,330.0,0.0,81.28%,74.6%,6.68%,81.28%,,,,,,,,0.0,349.0,397.0,46.0
Michigan State University,2025,,,,0.0,15.0,217.0,170.0,0.0,78.34%,74.39%,3.95%,78.34%,,,,,,,,0.0,202.0,223.0,21.0
"Michigan, University of",2025,,,,0.0,7.0,316.0,302.0,0.0,95.57%,80.44%,15.13%,95.57%,,,,,,,,0.0,309.0,324.0,15.0
"Minnesota, University of",2025,,,,0.0,14.0,237.0,223.0,0.0,94.09%,83.36%,10.73%,94.09%,,,,,,,,0.0,223.0,228.0,5.0
Mississippi College,2025,,,,0.0,11.0,123.0,78.0,0.0,63.41%,79.66%,-16.25%,63.41%,,,,,,,,0.0,112.0,124.0,12.0
"Mississippi, The University of",2025,,,,0.0,17.0,164.0,120.0,0.0,73.17%,79.74%,-6.57%,73.17%,,,,,,,,0.0,147.0,181.0,34.0
"Missouri, University of",2025,,,,0.0,8.0,132.0,110.0,0.0,83.33%,82.12%,1.21%,83.33%,,,,,,,,2.0,122.0,130.0,6.0
"Missouri-Kansas City, University of",2025,,,,0.0,31.0,126.0,106.0,0.0,84.13%,82.17%,1.96%,84.13%,,,,,,,,0.0,95.0,116.0,21.0
Mitchell/Hamline School of Law,2025,,,,0.0,66.0,379.0,269.0,0.0,70.98%,81.61%,-10.63%,70.98%,,,,,,,,2.0,311.0,390.0,77.0
"Montana, University of",2025,,,,0.0,9.0,78.0,64.0,0.0,82.05%,80.67%,1.38%,82.05%,,,,,,,,0.0,69.0,80.0,11.0
"Nebraska, University of",2025,,,,0.0,6.0,148.0,134.0,1.0,90.54%,83.11%,7.43%,90.60%,,,,,,,,0.0,142.0,155.0,12.0
"Nevada-Las Vegas, University of",2025,,,,0.0,20.0,162.0,125.0,0.0,77.16%,70.94%,6.22%,77.16%,,,,,,,,0.0,142.0,167.0,25.0
New England Law/Boston,2025,,,,21.0,0.0,269.0,213.0,0.0,79.18%,83.29%,-4.11%,79.18%,,,,,,,,0.0,269.0,307.0,17.0
"New Hampshire, University of",2025,,,,0.0,18.0,156.0,124.0,15.0,79.49%,79.2%,0.29%,81.29%,,,,,,,,4.0,134.0,206.0,53.0
"New Mexico, The University of",2025,,,,2.0,20.0,112.0,96.0,0.0,85.71%,81.2%,4.51%,85.71%,,,,,,,,0.0,92.0,102.0,8.0
New York Law School,2025,,,,0.0,7.0,337.0,276.0,0.0,81.9%,84.68%,-2.78%,81.90%,,,,,,,,14.0,316.0,345.0,15.0
New York University,2025,,,,0.0,7.0,519.0,502.0,0.0,96.72%,85.02%,11.7%,96.72%,,,,,,,,20.0,492.0,522.0,10.0
North Carolina Central University,2025,,,,3.0,7.0,143.0,80.0,0.0,55.94%,79.92%,-23.98%,55.94%,,,,,,,,0.0,136.0,149.0,10.0
"North Carolina, University of",2025,,,,5.0,12.0,207.0,191.0,0.0,92.27%,79.6%,12.67%,92.27%,,,,,,,,0.0,195.0,211.0,11.0
"North Dakota, University of",2025,,,,0.0,17.0,79.0,54.0,0.0,68.35%,73.32%,-4.97%,68.35%,,,,,,,,0.0,62.0,70.0,8.0
"North Texas at Dallas, University of",2025,,,,0.0,4.0,91.0,66.0,0.0,72.53%,81.48%,-8.95%,72.53%,,,,,,,,6.0,81.0,95.0,8.0
Northeastern University,2025,,,,0.0,20.0,222.0,194.0,0.0,87.39%,82.85%,4.54%,87.39%,,,,,,,,1.0,201.0,212.0,10.0
Northern Illinois University,2025,,,,0.0,17.0,91.0,52.0,0.0,57.14%,78.65%,-21.51%,57.14%,,,,,,,,0.0,74.0,96.0,22.0
Northern Kentucky University,2025,,,,2.0,17.0,130.0,96.0,0.0,73.85%,79.5%,-5.65%,73.85%,,,,,,,,0.0,113.0,126.0,11.0
Northwestern University,2025,,,,0.0,6.0,256.0,235.0,0.0,91.8%,81%,10.8%,91.80%,,,,,,,,0.0,250.0,270.0,20.0
"Notre Dame, University of",2025,,,,0.0,8.0,191.0,176.0,0.0,92.15%,79.83%,12.32%,92.15%,,,,,,,,0.0,183.0,187.0,4.0
Nova Southeastern University,2025,,,,0.0,12.0,190.0,128.0,,67.37%,72.78%,-5.41%,67.37%,,,,,,,,0.0,178.0,196.0,18.0
Ohio Northern University,2025,,,,0.0,3.0,57.0,39.0,0.0,68.42%,79.73%,-11.31%,68.42%,,,,,,,,0.0,54.0,67.0,13.0
Oklahoma City University,2025,,,,0.0,3.0,125.0,94.0,0.0,75.2%,80.27%,-5.07%,75.20%,,,,,,,,0.0,122.0,133.0,11.0
"Oklahoma, University of",2025,,,,0.0,3.0,187.0,166.0,0.0,88.77%,80.56%,8.21%,88.77%,,,,,,,,0.0,184.0,193.0,9.0
"Oregon, University of",2025,,,,3.0,7.0,154.0,131.0,5.0,85.06%,76.32%,8.74%,85.53%,,,,,,,,0.0,147.0,161.0,6.0
Pace University,2025,,,,0.0,14.0,248.0,170.0,0.0,68.55%,84.39%,-15.84%,68.55%,,,,,,,,10.0,224.0,252.0,18.0
"Pacific, University of the",2025,,,,0.0,21.0,146.0,103.0,0.0,70.55%,77.62%,-7.07%,70.55%,,,,,,,,0.0,125.0,148.0,23.0
Penn State Dickinson Law,2025,,,,1.0,0.0,216.0,188.0,0.0,87.04%,79.66%,7.38%,87.04%,,,,,,,,1.0,215.0,229.0,12.0
"Pennsylvania, University of",2025,,,,0.0,8.0,303.0,293.0,0.0,96.7%,82.93%,13.77%,96.70%,,,,,,,,3.0,292.0,301.0,6.0
Pepperdine University,2025,,,,0.0,14.0,189.0,164.0,0.0,86.77%,78.03%,8.74%,86.77%,,,,,,,,0.0,175.0,187.0,12.0
"Pittsburgh, University of",2025,,,,0.0,5.0,139.0,120.0,0.0,86.33%,80.21%,6.12%,86.33%,,,,,,,,0.0,134.0,146.0,12.0
Pontifical Catholic University of Puerto Rico,2025,,,,0.0,36.0,102.0,56.0,0.0,54.9%,52.08%,2.82%,54.90%,,,,,,,,0.0,66.0,129.0,63.0
"Puerto Rico, University of",2025,,,,0.0,21.0,127.0,74.0,0.0,58.27%,53.17%,5.1%,58.27%,,,,,,,,0.0,106.0,130.0,24.0
Quinnipiac University,2025,,,,1.0,15.0,114.0,84.0,0.0,73.68%,73.89%,-0.21%,73.68%,,,,,,,,0.0,99.0,105.0,5.0
Regent University,2025,,,,0.0,12.0,110.0,97.0,0.0,88.18%,77.6%,10.58%,88.18%,,,,,,,,4.0,94.0,118.0,20.0
"Richmond, University of",2025,,,,0.0,6.0,151.0,121.0,0.0,80.13%,77.32%,2.81%,80.13%,,,,,,,,2.0,143.0,151.0,6.0
Roger Williams University,2025,,,,0.0,20.0,177.0,101.0,0.0,57.06%,76.37%,-19.31%,57.06%,,,,,,,,6.0,151.0,174.0,17.0
Rutgers University,2025,,,,26.0,15.0,434.0,316.0,0.0,72.81%,75.12%,-2.31%,72.81%,,,,,,,,1.0,418.0,471.0,26.0
Saint Louis University,2025,,,,3.0,18.0,181.0,152.0,0.0,83.98%,81.88%,2.1%,83.98%,,,,,,,,0.0,163.0,175.0,9.0
Samford University,2025,,,,0.0,6.0,151.0,119.0,0.0,78.81%,80.15%,-1.34%,78.81%,,,,,,,,1.0,144.0,152.0,7.0
"San Diego, University of",2025,,,,0.0,8.0,250.0,212.0,0.0,84.8%,77.82%,6.98%,84.80%,,,,,,,,0.0,242.0,250.0,8.0
"San Francisco, University of",2025,,,,0.0,7.0,114.0,85.0,0.0,74.56%,77.74%,-3.18%,74.56%,,,,,,,,0.0,107.0,117.0,10.0
Santa Clara University,2025,,,,,35.0,214.0,160.0,,74.77%,77.97%,-3.2%,74.77%,,,,,,,,,179.0,200.0,21.0
Seattle University,2025,,,,4.0,37.0,207.0,163.0,0.0,78.74%,82.24%,-3.5%,78.74%,,,,,,,,0.0,170.0,229.0,55.0
Seton Hall University,2025,,,,3.0,10.0,305.0,266.0,0.0,87.21%,75.69%,11.52%,87.21%,,,,,,,,0.0,295.0,314.0,16.0
"South Carolina, University of",2025,,,,0.0,24.0,209.0,174.0,0.0,83.25%,75.81%,7.44%,83.25%,,,,,,,,0.0,185.0,200.0,15.0
"South Dakota, University of",2025,,,,0.0,6.0,73.0,53.0,0.0,72.6%,78.62%,-6.02%,72.60%,,,,,,,,1.0,66.0,83.0,16.0
South Texas College of Law Houston,2025,,,,,67.0,293.0,267.0,,91.13%,81.42%,9.71%,91.13%,,,,,,,,,226.0,298.0,72.0
"Southern California, University of",2025,,,,1.0,0.0,217.0,204.0,0.0,94.01%,78.74%,15.27%,94.01%,,,,,,,,1.0,216.0,221.0,3.0
Southern Illinois University,2025,,,,0.0,11.0,79.0,47.0,0.0,59.49%,79.22%,-19.73%,59.49%,,,,,,,,0.0,68.0,82.0,14.0
Southern Methodist University,2025,,,,0.0,10.0,245.0,221.0,0.0,90.2%,81.36%,8.84%,90.20%,,,,,,,,4.0,231.0,246.0,11.0
Southern University,2025,,,,29.0,0.0,121.0,73.0,0.0,60.33%,75.91%,-15.58%,60.33%,,,,,,,,0.0,121.0,214.0,64.0
Southwestern Law School,2025,,,,1.0,26.0,288.0,187.0,0.0,64.93%,77.76%,-12.83%,64.93%,,,,,,,,0.0,262.0,288.0,25.0
St. John's University,2025,,,,0.0,8.0,261.0,229.0,0.0,87.74%,86.11%,1.63%,87.74%,,,,,,,,4.0,249.0,266.0,13.0
St. Mary's University,2025,,,,1.0,40.0,243.0,160.0,0.0,65.84%,81.51%,-15.67%,65.84%,,,,,,,,12.0,191.0,233.0,29.0
St. Thomas University (Miami),2025,,,,0.0,27.0,246.0,199.0,0.0,80.89%,72.73%,8.16%,80.89%,,,,,,,,0.0,219.0,247.0,28.0
"St. Thomas, (Minneapolis) University of",2025,,,,5.0,16.0,166.0,124.0,,74.7%,84.41%,-9.71%,74.70%,,,,,,,,0.0,150.0,159.0,4.0
Stanford University,2025,,,,1.0,13.0,200.0,193.0,,96.5%,81.4%,15.1%,96.50%,,,,,,,,,187.0,199.0,11.0
Stetson University,2025,,,,,32.0,283.0,218.0,,77.03%,73.18%,3.85%,77.03%,,,,,,,,1.0,250.0,287.0,36.0
Suffolk University,2025,,,,12.0,13.0,383.0,304.0,0.0,79.37%,83.51%,-4.14%,79.37%,,,,,,,,3.0,367.0,408.0,26.0
Syracuse University,2025,,,,0.0,62.0,193.0,160.0,0.0,82.9%,82.61%,0.29%,82.90%,,,,,,,,3.0,128.0,199.0,68.0
Temple University,2025,,,,2.0,8.0,216.0,195.0,0.0,90.28%,79.72%,10.56%,90.28%,,,,,,,,0.0,208.0,225.0,15.0
"Tennessee, University of",2025,,,,1.0,8.0,124.0,114.0,0.0,91.94%,78.49%,13.45%,91.94%,,,,,,,,1.0,115.0,128.0,11.0
Texas A&M University,2025,,,,0.0,9.0,174.0,167.0,0.0,95.98%,81.39%,14.59%,95.98%,,,,,,,,4.0,161.0,175.0,10.0
Texas Southern University,2025,,,,0.0,46.0,199.0,144.0,0.0,72.36%,81.3%,-8.94%,72.36%,,,,,,,,14.0,139.0,185.0,32.0
Texas Tech University,2025,,,,0.0,6.0,146.0,126.0,0.0,86.3%,81.48%,4.82%,86.30%,,,,,,,,0.0,140.0,142.0,2.0
"Texas, University of",2025,,,,1.0,19.0,411.0,394.0,0.0,95.86%,81.57%,14.29%,95.86%,,,,,,,,0.0,392.0,416.0,23.0
The Ohio State University,2025,,,,0.0,9.0,174.0,160.0,0.0,91.95%,80.32%,11.63%,91.95%,,,,,,,,0.0,165.0,176.0,11.0
"Toledo, The University of",2025,,,,11.0,28.0,119.0,86.0,0.0,72.27%,77.23%,-4.96%,72.27%,,,,,,,,1.0,90.0,119.0,17.0
Touro University,2025,,,,0.0,17.0,154.0,95.0,0.0,61.69%,85.78%,-24.09%,61.69%,,,,,,,,9.0,128.0,144.0,7.0
Tulane University,2025,,,,0.0,11.0,211.0,164.0,,77.73%,79.22%,-1.49%,77.73%,,,,,,,,1.0,199.0,218.0,18.0
"Tulsa, The University of",2025,,,,0.0,33.0,119.0,94.0,0.0,78.99%,80.12%,-1.13%,78.99%,,,,,,,,0.0,86.0,116.0,30.0
"Utah, The University of",2025,,,,0.0,9.0,95.0,90.0,0.0,94.74%,84.88%,9.86%,94.74%,,,,,,,,0.0,86.0,97.0,11.0
Vanderbilt University,2025,,,,0.0,5.0,164.0,155.0,1.0,94.51%,81.05%,13.46%,94.55%,,,,,,,,0.0,159.0,166.0,6.0
Vermont Law School,2025,,,,5.0,12.0,134.0,87.0,0.0,64.93%,76.45%,-11.52%,64.93%,,,,,,,,3.0,119.0,150.0,23.0
Villanova University,2025,,,,3.0,7.0,206.0,188.0,0.0,91.26%,80.14%,11.12%,91.26%,,,,,,,,0.0,199.0,211.0,9.0
"Virginia, University of",2025,,,,0.0,10.0,299.0,284.0,0.0,94.98%,82.83%,12.15%,94.98%,,,,,,,,0.0,289.0,294.0,5.0
Wake Forest University,2025,,,,0.0,6.0,153.0,135.0,,88.24%,79.29%,8.95%,88.24%,,,,,,,,0.0,147.0,154.0,7.0
Washburn University,2025,,,,2.0,26.0,90.0,64.0,0.0,71.11%,79.97%,-8.86%,71.11%,,,,,,,,0.0,64.0,92.0,26.0
Washington and Lee University,2025,,,,0.0,2.0,141.0,126.0,0.0,89.36%,80.09%,9.27%,89.36%,,,,,,,,0.0,139.0,143.0,4.0
Washington University (St. Louis),2025,,,,0.0,11.0,280.0,262.0,0.0,93.57%,81.37%,12.2%,93.57%,,,,,,,,3.0,266.0,284.0,15.0
"Washington, University of",2025,,,,0.0,16.0,169.0,155.0,0.0,91.72%,82.21%,9.51%,91.72%,,,,,,,,0.0,153.0,168.0,15.0
Wayne State University,2025,,,,0.0,20.0,129.0,111.0,0.0,86.05%,72.93%,13.12%,86.05%,,,,,,,,2.0,107.0,127.0,18.0
West Virginia University,2025,,,,0.0,8.0,106.0,83.0,0.0,78.3%,76.46%,1.84%,78.30%,,,,,,,,0.0,98.0,106.0,8.0
Western New England University,2025,,,,0.0,7.0,101.0,78.0,0.0,77.23%,80.82%,-3.59%,77.23%,,,,,,,,0.0,94.0,108.0,14.0
"Western State, Westcliff University",2025,,,,0.0,12.0,77.0,49.0,0.0,63.64%,77.78%,-14.14%,63.64%,,,,,,,,0.0,65.0,86.0,21.0
Widener University Commonwealth Law School,2025,,,,0.0,10.0,100.0,54.0,0.0,54%,80.07%,-26.07%,54.00%,,,,,,,,3.0,87.0,97.0,7.0
Widener University Delaware Law School,2025,,,,1.0,14.0,181.0,120.0,0.0,66.3%,76.55%,-10.25%,66.30%,,,,,,,,0.0,167.0,196.0,28.0
Willamette University,2025,,,,0.0,4.0,90.0,60.0,10.0,66.67%,75.22%,-8.55%,70.00%,,,,,,,,3.0,83.0,112.0,16.0
William & Mary,2025,,,,2.0,10.0,171.0,143.0,0.0,83.63%,79.98%,3.65%,83.63%,,,,,,,,0.0,161.0,170.0,7.0
"Wisconsin, University of",2025,,,,0.0,2.0,5.0,4.0,249.0,80%,78.72%,1.28%,99.61%,,,,,,,,0.0,3.0,258.0,6.0
"Wyoming, University of",2025,,,,2.0,6.0,78.0,61.0,0.0,78.21%,72.71%,5.5%,78.21%,,,,,,,,1.0,71.0,83.0,9.0
Yale University,2025,,,,3.0,14.0,200.0,193.0,0.0,96.5%,83.57%,12.93%,96.50%,,,,,,,,2.0,184.0,214.0,25.0
*Law School pass rate is how the Law School’s graduates performed across all jurisdictions where they took the bar examination for the first time.,2025,,,,,,,,,,,,,,,,,,,,,,,
**The ABA weighted average bar pass rate is the average pass rate for graduates from ABA-accredited law schools for each jurisdiction in which the Law School’s graduates sat for the bar exam. This number is weighted so that bar pass rates from jurisdictions where more of the Law School’s graduates sat for the bar exam have a greater impact on the ABA weighted average bar pass rate than bar pass rates from jurisdictions where fewer of the Law School’s graduates sat for the bar exam.,2025,,,,,,,,,,,,,,,,,,,,,,,
***The difference between the Law School pass rate and the ABA weighted average bar pass rate compares the performance of the Law School’s graduates on the bar exam in all jurisdictions where they took the bar exam for the first time with the performance of graduates from all ABA-accredited law schools on the bar exam in those same jurisdictions.,2025,,,,,,,,,,,,,,,,,,,,,,,
