SchoolName,SchoolYear,Total # total  students #,Total # total of Students %,Total # of students FT #,Total # of students FT %,Total # of students PT #,Total # of students PT %,Total  # receiving grants total #,Total # receiving grants total %,Total # receiving grants FT #,Total # receiving grants FT %,Total # receiving grants PT #,Total # receiving grants PT %,Less than half tuition total #,Less than half tuition total %,Less than half tuition FT #,Less than half tuition FT %,Less than half tuition PT #,Less than half tuition PT %,Half to full tuition total #,Half to full tuition total %,half to full tuition FT #,half to full tuition FT %,half to full tuition PT #,half to full tuition PT %,Full tuition total #,Full tuition total %,Full tuition FT #,Full tuition FT %,Full tuition PT #,Full tuition PT %,More than full tuition total #,More than full tuition total %,More than full tuition FT #,More than full tuition FT %,More than full tuition PT #,More than full tuition PT %,FT 75th percentile grant amount,FT 50th percentile grant amount,FT 25th percentile grant amount,PT 75th percentile grant amount,PT 50th percentile grant amount,PT 25th percentile grant amount,Total Number # of Students Total #,Total Percentage # of Students Total %,Total Number # of Students FT #,Total Percentage # of Students FT %,Total Number # of Students PT #,Total Percentage # of Students PT %,Total Number # of Recieving Grants Total #,Total Percentage # of Recieving Grants Total %,Total Number # of Recieving Grants FT #,Total Percentage # of Recieving Grants FT %,Total Number # of Recieving Grants PT #,Total Percentage # of Recieving Grants PT %,Less than half tuition Total Number #,Less than half tuition Total Percentage %,Less than half tuition FT Number #,Less than half tuition FT Percentage %,Less than half tuition PT Number #,Less than half tuition PT Percentage %,Half to full tuition total Number #,Half to full tuition total Percentage %,Half to full tuition FT Number #,Half to full tuition FT Percentage %,Half to full tuition PT Number #,Half to full tuition PT Percentage %,Full tuition total Number #,Full tuition total Percentage %,Full tuition FT Number #,Full tuition FT Percentage %,Full tuition PT Number #,Full tuition PT Percentage %,More than full tuition total Number #,More than full tuition total Percentage %,More than full tuition FT Number #,More than full tuition FT Percentage %,More than full tuition PT Number #,More than full tuition PT Percentage %
CREIGHTON UNIVERSITY,2022,399.0,100.0,399.0,100.0,0.0,0.0,309.0,77.0,309.0,77.0,0.0,0.0,163.0,41.0,163.0,41.0,0.0,0.0,95.0,24.0,95.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,13.0,51.0,13.0,0.0,0.0,"35,200","22,400","11,400",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAYTON, UNIVERSITY OF",2022,352.0,100.0,271.0,77.0,81.0,23.0,329.0,93.0,249.0,92.0,80.0,99.0,53.0,15.0,35.0,13.0,18.0,22.0,254.0,72.0,193.0,71.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,21.0,8.0,1.0,1.0,"35,873","33,000","27,000","21,819","15,546","13,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DENVER, UNIVERSITY OF",2022,819.0,100.0,678.0,83.0,141.0,17.0,654.0,80.0,556.0,82.0,98.0,70.0,294.0,36.0,251.0,37.0,43.0,30.0,225.0,27.0,185.0,27.0,40.0,28.0,135.0,16.0,120.0,18.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"51,296","33,100","21,500","27,750","21,000","14,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPAUL UNIVERSITY,2022,574.0,100.0,477.0,83.0,97.0,17.0,565.0,98.0,473.0,99.0,92.0,95.0,186.0,32.0,135.0,28.0,51.0,53.0,371.0,65.0,334.0,70.0,37.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,4.0,1.0,3.0,3.0,"35,000","30,000","20,000","20,000","15,000","12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DETROIT MERCY, UNIVERSITY OF",2022,613.0,100.0,572.0,93.0,41.0,7.0,324.0,53.0,299.0,52.0,25.0,61.0,165.0,27.0,157.0,27.0,8.0,20.0,117.0,19.0,103.0,18.0,14.0,34.0,34.0,6.0,32.0,6.0,2.0,5.0,8.0,1.0,7.0,1.0,1.0,2.0,"31,354","17,916","4,000","30,423","18,812","13,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2022,235.0,100.0,130.0,55.0,105.0,45.0,186.0,79.0,100.0,77.0,86.0,82.0,100.0,43.0,58.0,45.0,42.0,40.0,79.0,34.0,37.0,28.0,42.0,40.0,7.0,3.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"11,643","6,360","4,146","8,591","6,204","3,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAKE UNIVERSITY,2022,333.0,100.0,333.0,100.0,0.0,0.0,283.0,85.0,283.0,85.0,0.0,0.0,81.0,24.0,81.0,24.0,0.0,0.0,159.0,48.0,159.0,48.0,0.0,0.0,34.0,10.0,34.0,10.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,0.0,"37,000","30,000","21,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DREXEL UNIVERSITY,2022,491.0,100.0,491.0,100.0,0.0,0.0,448.0,91.0,448.0,91.0,0.0,0.0,213.0,43.0,213.0,43.0,0.0,0.0,221.0,45.0,221.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,13.0,3.0,0.0,0.0,"47,270","30,000","15,067",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUKE UNIVERSITY,2022,755.0,100.0,755.0,100.0,0.0,0.0,713.0,94.0,713.0,94.0,0.0,0.0,476.0,63.0,476.0,63.0,0.0,0.0,224.0,30.0,224.0,30.0,0.0,0.0,11.0,1.0,11.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,"35,000","30,000","24,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUQUESNE UNIVERSITY,2022,461.0,100.0,370.0,80.0,91.0,20.0,454.0,98.0,366.0,99.0,88.0,97.0,244.0,53.0,184.0,50.0,60.0,66.0,125.0,27.0,108.0,29.0,17.0,19.0,69.0,15.0,60.0,16.0,9.0,10.0,16.0,3.0,14.0,4.0,2.0,2.0,"40,000","25,000","17,000","20,000","16,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELON UNIVERSITY,2022,429.0,100.0,429.0,100.0,0.0,0.0,419.0,98.0,419.0,98.0,0.0,0.0,209.0,49.0,209.0,49.0,0.0,0.0,193.0,45.0,193.0,45.0,0.0,0.0,12.0,3.0,12.0,3.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,"30,000","18,514","9,286",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMORY UNIVERSITY,2022,811.0,100.0,811.0,100.0,0.0,0.0,787.0,97.0,786.0,97.0,1.0,0.0,300.0,37.0,299.0,37.0,1.0,0.0,475.0,59.0,475.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,1.0,0.0,0.0,"42,063","35,825","22,400",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAULKNER UNIVERSITY,2022,222.0,100.0,222.0,100.0,0.0,0.0,171.0,77.0,171.0,77.0,0.0,0.0,94.0,42.0,94.0,42.0,0.0,0.0,59.0,27.0,59.0,27.0,0.0,0.0,18.0,8.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"29,250","11,700","5,019",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORIDA A&M UNIVERSITY,2022,416.0,100.0,323.0,78.0,93.0,22.0,417.0,100.0,325.0,101.0,92.0,99.0,276.0,66.0,213.0,66.0,63.0,68.0,110.0,26.0,85.0,26.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,27.0,8.0,4.0,4.0,"9,170","5,000","5,000","6,788","3,750","3,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORIDA INTERNATIONAL UNIVERSITY,2022,542.0,100.0,434.0,80.0,108.0,20.0,286.0,53.0,266.0,61.0,20.0,19.0,110.0,20.0,102.0,24.0,8.0,7.0,88.0,16.0,84.0,19.0,4.0,4.0,86.0,16.0,77.0,18.0,9.0,8.0,3.0,1.0,3.0,1.0,0.0,0.0,"21,407","13,000","7,000","15,364","11,725","2,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORIDA STATE UNIVERSITY,2022,583.0,100.0,583.0,100.0,0.0,0.0,440.0,75.0,440.0,75.0,0.0,0.0,146.0,25.0,146.0,25.0,0.0,0.0,163.0,28.0,163.0,28.0,0.0,0.0,69.0,12.0,69.0,12.0,0.0,0.0,62.0,11.0,62.0,11.0,0.0,0.0,"20,640","15,162","5,162",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FLORIDA, UNIVERSITY OF",2022,705.0,100.0,705.0,100.0,0.0,0.0,573.0,81.0,573.0,81.0,0.0,0.0,188.0,27.0,188.0,27.0,0.0,0.0,157.0,22.0,157.0,22.0,0.0,0.0,83.0,12.0,83.0,12.0,0.0,0.0,145.0,21.0,145.0,21.0,0.0,0.0,"27,804","21,804","8,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORDHAM UNIVERSITY,2022,1332.0,100.0,1150.0,86.0,182.0,14.0,1100.0,83.0,978.0,85.0,122.0,67.0,704.0,53.0,616.0,54.0,88.0,48.0,391.0,29.0,358.0,31.0,33.0,18.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"38,025","30,000","20,000","30,000","18,150","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGE MASON UNIVERSITY,2022,606.0,100.0,496.0,82.0,110.0,18.0,492.0,81.0,412.0,83.0,80.0,73.0,147.0,24.0,121.0,24.0,26.0,24.0,331.0,55.0,289.0,58.0,42.0,38.0,5.0,1.0,0.0,0.0,5.0,5.0,9.0,1.0,2.0,0.0,7.0,6.0,"32,000","25,354","16,000","22,794","16,222","8,454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGE WASHINGTON UNIVERSITY,2022,1663.0,100.0,1544.0,93.0,119.0,7.0,1317.0,79.0,1263.0,82.0,54.0,45.0,1084.0,65.0,1046.0,68.0,38.0,32.0,194.0,12.0,182.0,12.0,12.0,10.0,39.0,2.0,35.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"30,000","23,000","17,000","25,000","17,500","13,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGETOWN UNIVERSITY,2022,2019.0,100.0,1800.0,89.0,219.0,11.0,1251.0,62.0,1148.0,64.0,103.0,47.0,664.0,33.0,579.0,32.0,85.0,39.0,559.0,28.0,542.0,30.0,17.0,8.0,28.0,1.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"45,000","32,750","23,101","22,500","15,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGIA STATE UNIVERSITY,2022,713.0,100.0,546.0,77.0,167.0,23.0,351.0,49.0,321.0,59.0,30.0,18.0,171.0,24.0,154.0,28.0,17.0,10.0,16.0,2.0,7.0,1.0,9.0,5.0,164.0,23.0,160.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"19,693","9,846","9,615","15,751","7,547","2,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GEORGIA, UNIVERSITY OF",2022,571.0,100.0,571.0,100.0,0.0,0.0,497.0,87.0,497.0,87.0,0.0,0.0,232.0,41.0,232.0,41.0,0.0,0.0,163.0,29.0,163.0,29.0,0.0,0.0,33.0,6.0,33.0,6.0,0.0,0.0,69.0,12.0,69.0,12.0,0.0,0.0,"19,894","10,129","5,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDEN GATE UNIVERSITY,2022,425.0,100.0,302.0,71.0,123.0,29.0,344.0,81.0,280.0,93.0,64.0,52.0,164.0,39.0,145.0,48.0,19.0,15.0,49.0,12.0,30.0,10.0,19.0,15.0,131.0,31.0,105.0,35.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"38,500","21,000","10,000","40,250","24,500","16,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONZAGA UNIVERSITY,2022,457.0,100.0,457.0,100.0,0.0,0.0,448.0,98.0,439.0,96.0,9.0,0.0,135.0,30.0,132.0,29.0,3.0,0.0,301.0,66.0,297.0,65.0,4.0,0.0,22.0,5.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"33,124","24,378","14,594",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARVARD UNIVERSITY,2022,1747.0,100.0,1747.0,100.0,0.0,0.0,757.0,43.0,757.0,43.0,0.0,0.0,431.0,25.0,431.0,25.0,0.0,0.0,310.0,18.0,310.0,18.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,"42,100","30,660","20,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HAWAII, UNIVERSITY OF",2022,332.0,100.0,256.0,77.0,76.0,23.0,213.0,64.0,177.0,69.0,36.0,47.0,178.0,54.0,158.0,62.0,20.0,26.0,27.0,8.0,18.0,7.0,9.0,12.0,5.0,2.0,0.0,0.0,5.0,7.0,3.0,1.0,1.0,0.0,2.0,3.0,"7,000","6,000","5,000","12,000","7,400","5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFSTRA UNIVERSITY,2022,830.0,100.0,785.0,95.0,45.0,5.0,698.0,84.0,668.0,85.0,30.0,67.0,319.0,38.0,305.0,39.0,14.0,31.0,148.0,18.0,141.0,18.0,7.0,16.0,228.0,27.0,219.0,28.0,9.0,20.0,3.0,0.0,3.0,0.0,0.0,0.0,"64,022","32,500","15,000","47,954","24,489","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOUSTON, UNIVERSITY OF",2022,729.0,100.0,617.0,85.0,112.0,15.0,447.0,61.0,408.0,66.0,39.0,35.0,308.0,42.0,283.0,46.0,25.0,22.0,114.0,16.0,105.0,17.0,9.0,8.0,13.0,2.0,9.0,1.0,4.0,4.0,12.0,2.0,11.0,2.0,1.0,1.0,"20,000","13,500","5,000","13,931","5,800","2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARD UNIVERSITY,2022,467.0,100.0,467.0,100.0,0.0,0.0,223.0,48.0,223.0,48.0,0.0,0.0,149.0,32.0,149.0,32.0,0.0,0.0,67.0,14.0,67.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,"10,237","8,000","6,284",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDAHO, UNIVERSITY OF",2022,437.0,100.0,437.0,100.0,0.0,0.0,188.0,43.0,188.0,43.0,0.0,0.0,161.0,37.0,161.0,37.0,0.0,0.0,17.0,4.0,17.0,4.0,0.0,0.0,9.0,2.0,9.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"12,000","8,000","5,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ILLINOIS, UNIVERSITY OF",2022,492.0,100.0,492.0,100.0,0.0,0.0,480.0,98.0,480.0,98.0,0.0,0.0,79.0,16.0,79.0,16.0,0.0,0.0,393.0,80.0,393.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,8.0,2.0,0.0,0.0,"45,000","35,000","25,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANA UNIVERSITY - BLOOMINGTON,2022,558.0,100.0,558.0,100.0,0.0,0.0,547.0,98.0,547.0,98.0,0.0,0.0,131.0,23.0,131.0,23.0,0.0,0.0,254.0,46.0,254.0,46.0,0.0,0.0,93.0,17.0,93.0,17.0,0.0,0.0,69.0,12.0,69.0,12.0,0.0,0.0,"44,500","34,500","21,281",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANA UNIVERSITY - INDIANAPOLIS,2022,776.0,100.0,563.0,73.0,213.0,27.0,583.0,75.0,426.0,76.0,157.0,74.0,355.0,46.0,255.0,45.0,100.0,47.0,207.0,27.0,154.0,27.0,53.0,25.0,3.0,0.0,2.0,0.0,1.0,0.0,18.0,2.0,15.0,3.0,3.0,1.0,"27,000","11,684","5,000","16,776","6,730","3,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTER AMERICAN UNIVERSITY OF PUERTO RICO,2022,713.0,100.0,398.0,56.0,315.0,44.0,15.0,2.0,9.0,2.0,6.0,2.0,11.0,2.0,8.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,665","2,443","1,222","3,260","2,173","1,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IOWA, UNIVERSITY OF",2022,500.0,100.0,500.0,100.0,0.0,0.0,333.0,67.0,333.0,67.0,0.0,0.0,71.0,14.0,71.0,14.0,0.0,0.0,66.0,13.0,66.0,13.0,0.0,0.0,112.0,22.0,112.0,22.0,0.0,0.0,84.0,17.0,84.0,17.0,0.0,0.0,"29,132","27,097","20,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KANSAS, UNIVERSITY OF",2022,315.0,100.0,315.0,100.0,0.0,0.0,273.0,87.0,273.0,87.0,0.0,0.0,116.0,37.0,116.0,37.0,0.0,0.0,61.0,19.0,61.0,19.0,0.0,0.0,56.0,18.0,56.0,18.0,0.0,0.0,40.0,13.0,40.0,13.0,0.0,0.0,"22,768","13,934","7,780",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KENTUCKY, UNIVERSITY OF",2022,369.0,100.0,369.0,100.0,0.0,0.0,354.0,96.0,353.0,96.0,1.0,0.0,270.0,73.0,269.0,73.0,1.0,0.0,74.0,20.0,74.0,20.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,"16,000","7,500",825,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEWIS AND CLARK COLLEGE,2022,592.0,100.0,445.0,75.0,147.0,25.0,570.0,96.0,434.0,98.0,136.0,93.0,292.0,49.0,222.0,50.0,70.0,48.0,276.0,47.0,211.0,47.0,65.0,44.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"32,000","25,000","17,244","27,050","20,000","14,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIBERTY UNIVERSITY,2022,297.0,100.0,297.0,100.0,0.0,0.0,297.0,100.0,297.0,100.0,0.0,0.0,89.0,30.0,89.0,30.0,0.0,0.0,171.0,58.0,171.0,58.0,0.0,0.0,37.0,12.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,000","24,000","17,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCOLN MEMORIAL,2022,329.0,100.0,329.0,100.0,0.0,0.0,317.0,96.0,317.0,96.0,0.0,0.0,113.0,34.0,113.0,34.0,0.0,0.0,183.0,56.0,183.0,56.0,0.0,0.0,9.0,3.0,9.0,3.0,0.0,0.0,12.0,4.0,12.0,4.0,0.0,0.0,"27,928","24,157","15,277",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUISIANA STATE UNIVERSITY,2022,618.0,100.0,618.0,100.0,0.0,0.0,574.0,93.0,574.0,93.0,0.0,0.0,317.0,51.0,317.0,51.0,0.0,0.0,144.0,23.0,144.0,23.0,0.0,0.0,113.0,18.0,113.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"19,750","10,000","4,500",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOUISVILLE, UNIVERSITY OF",2022,343.0,100.0,343.0,100.0,0.0,0.0,197.0,57.0,197.0,57.0,0.0,0.0,62.0,18.0,62.0,18.0,0.0,0.0,129.0,38.0,129.0,38.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,"22,000","18,000","9,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2022,1057.0,100.0,878.0,83.0,179.0,17.0,701.0,66.0,606.0,69.0,95.0,53.0,252.0,24.0,224.0,26.0,28.0,16.0,433.0,41.0,373.0,42.0,60.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,9.0,1.0,7.0,4.0,"50,000","40,000","30,000","34,000","30,000","20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOYOLA UNIVERSITY-CHICAGO,2022,920.0,100.0,760.0,83.0,160.0,17.0,854.0,93.0,726.0,96.0,128.0,80.0,251.0,27.0,198.0,26.0,53.0,33.0,599.0,65.0,524.0,69.0,75.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,"35,000","31,000","25,925","25,000","22,250","12,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOYOLA UNIVERSITY-NEW ORLEANS,2022,555.0,100.0,514.0,93.0,41.0,7.0,391.0,70.0,369.0,72.0,22.0,54.0,135.0,24.0,124.0,24.0,11.0,27.0,238.0,43.0,229.0,45.0,9.0,22.0,15.0,3.0,14.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,"35,000","28,000","20,000","27,562","17,000","13,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAINE, UNIVERSITY OF",2022,259.0,100.0,259.0,100.0,0.0,0.0,164.0,63.0,164.0,63.0,0.0,0.0,55.0,21.0,55.0,21.0,0.0,0.0,64.0,25.0,64.0,25.0,0.0,0.0,45.0,17.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23,190","15,000","10,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARQUETTE UNIVERSITY,2022,594.0,100.0,565.0,95.0,29.0,5.0,496.0,84.0,478.0,85.0,18.0,62.0,314.0,53.0,296.0,52.0,18.0,62.0,180.0,30.0,180.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"29,000","20,000","14,000","17,843","11,000","7,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MARYLAND, UNIVERSITY OF",2022,709.0,100.0,605.0,85.0,104.0,15.0,590.0,83.0,515.0,85.0,75.0,72.0,247.0,35.0,210.0,35.0,37.0,36.0,278.0,39.0,248.0,41.0,30.0,29.0,52.0,7.0,46.0,8.0,6.0,6.0,8.0,1.0,6.0,1.0,2.0,2.0,"35,000","25,000","10,000","18,750","13,000","6,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCGEORGE SCHOOL OF LAW,2022,509.0,100.0,412.0,81.0,97.0,19.0,446.0,88.0,359.0,87.0,87.0,90.0,208.0,41.0,165.0,40.0,43.0,44.0,142.0,28.0,112.0,27.0,30.0,31.0,96.0,19.0,82.0,20.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"53,788","28,979","3,531","29,873","18,582","4,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEMPHIS, UNIVERSITY OF",2022,347.0,100.0,347.0,100.0,0.0,0.0,165.0,48.0,162.0,47.0,3.0,0.0,96.0,28.0,94.0,27.0,2.0,0.0,51.0,15.0,50.0,14.0,1.0,0.0,12.0,3.0,12.0,3.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,"12,796","9,000","5,000","15,000","5,000","1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCER UNIVERSITY,2022,369.0,100.0,369.0,100.0,0.0,0.0,343.0,93.0,343.0,93.0,0.0,0.0,204.0,55.0,204.0,55.0,0.0,0.0,122.0,33.0,122.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,17.0,5.0,0.0,0.0,"28,000","18,000","8,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIAMI, UNIVERSITY OF",2022,1239.0,100.0,1239.0,100.0,0.0,0.0,769.0,62.0,769.0,62.0,0.0,0.0,231.0,19.0,231.0,19.0,0.0,0.0,503.0,41.0,503.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,35.0,3.0,0.0,0.0,"55,850","36,000","27,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN STATE UNIVERSITY,2022,665.0,100.0,665.0,100.0,0.0,0.0,650.0,98.0,650.0,98.0,0.0,0.0,222.0,33.0,222.0,33.0,0.0,0.0,341.0,51.0,341.0,51.0,0.0,0.0,75.0,11.0,75.0,11.0,0.0,0.0,12.0,2.0,12.0,2.0,0.0,0.0,"37,472","29,472","19,472",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MICHIGAN, UNIVERSITY OF",2022,959.0,100.0,959.0,100.0,0.0,0.0,813.0,85.0,813.0,85.0,0.0,0.0,480.0,50.0,480.0,50.0,0.0,0.0,296.0,31.0,296.0,31.0,0.0,0.0,8.0,1.0,8.0,1.0,0.0,0.0,29.0,3.0,29.0,3.0,0.0,0.0,"40,000","30,000","15,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MINNESOTA, UNIVERSITY OF",2022,677.0,100.0,677.0,100.0,0.0,0.0,579.0,86.0,568.0,84.0,11.0,0.0,206.0,30.0,201.0,30.0,5.0,0.0,365.0,54.0,363.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,4.0,0.0,"44,376","35,000","25,000","28,000","15,000","11,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSISSIPPI COLLEGE,2022,365.0,100.0,365.0,100.0,0.0,0.0,241.0,66.0,241.0,66.0,0.0,0.0,131.0,36.0,131.0,36.0,0.0,0.0,64.0,18.0,64.0,18.0,0.0,0.0,36.0,10.0,36.0,10.0,0.0,0.0,10.0,3.0,10.0,3.0,0.0,0.0,"30,000","19,000","13,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MISSISSIPPI, UNIVERSITY OF",2022,491.0,100.0,491.0,100.0,0.0,0.0,444.0,90.0,444.0,90.0,0.0,0.0,213.0,43.0,213.0,43.0,0.0,0.0,172.0,35.0,172.0,35.0,0.0,0.0,49.0,10.0,49.0,10.0,0.0,0.0,10.0,2.0,10.0,2.0,0.0,0.0,"17,340","10,000","5,000",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
